date;AAAA3;BBBB3;CCCC4;DDDD3;EEEE3;FFFF3;ZZZZ3;YYYY3;WWWW3;TTTT4;HHHH3;
31/12/2016;0.152173913;0.173913043;0.02173913;0.02173913;0.195652174;0.217391304;0.02173913;0.02173913;0.152173913;0%;0.02173913;
31/01/2017;0.117647059;0.088235294;0.102941176;0.147058824;0.102941176;0.132352941;0.073529412;0.029411765;0.058823529;0%;0.147058824;
28/02/2017;0.073529412;0.073529412;0.029411765;0.117647059;0.132352941;0.117647059;0.132352941;0.102941176;0.132352941;0%;0.088235294;
31/03/2017;0.125;0.041666667;0.069444444;0.083333333;0.125;0.083333333;0.125;0.097222222;0.111111111;0%;0.138888889;
30/04/2017;0;0.192307692;0.038461538;0.192307692;0.153846154;0.134615385;0.115384615;0;0.038461538;0%;0.134615385;
31/05/2017;0.098039216;0.156862745;0.137254902;0.019607843;0;0.117647059;0.176470588;0.117647059;0.117647059;0%;0.058823529;
30/06/2017;0.055555556;0.148148148;0;0.092592593;0.166666667;0.074074074;0.055555556;0.185185185;0.111111111;0%;0.111111111;
31/07/2017;0;0.104166667;0;0.208333333;0.208333333;0.1875;0;0.083333333;0.208333333;0%;0;
31/08/2017;0;0.163636364;0.145454545;0.145454545;0.127272727;0.018181818;0.090909091;0.145454545;0.036363636;0%;0.127272727;
30/09/2017;0.181818182;0;0.072727273;0.163636364;0.145454545;0.018181818;0.127272727;0.018181818;0.145454545;0%;0.127272727;
31/10/2017;0.1;0.06;0.2;0;0.06;0.12;0.16;0.02;0.08;0%;0.2;
30/11/2017;0.09375;0.09375;0.109375;0.140625;0.0625;0.109375;0.109375;0.109375;0.140625;0%;0.03125;
31/12/2017;0.024390244;0.097560976;0.048780488;0;0.146341463;0.097560976;0.195121951;0.146341463;0.073170732;0%;0.170731707;
31/01/2018;0.08;0.06;0.16;0;0.12;0.16;0.14;0.04;0.2;0%;0.04;
28/02/2018;0.096153846;0.096153846;0.134615385;0.173076923;0.134615385;0.173076923;0.153846154;0.019230769;0.019230769;0%;0;
31/03/2018;0.137931034;0.172413793;0.172413793;0.103448276;0.017241379;0.034482759;0.086206897;0;0.120689655;0%;0.155172414;
30/04/2018;0.046875;0.0625;0.109375;0.15625;0.015625;0.0625;0.15625;0.125;0.140625;0%;0.125;
31/05/2018;0.176470588;0.117647059;0.078431373;0.156862745;0.058823529;0;0.156862745;0.078431373;0.019607843;0%;0.156862745;
30/06/2018;0.025641026;0.153846154;0.256410256;0.025641026;0.076923077;0;0.256410256;0.102564103;0.076923077;0%;0.025641026;
31/07/2018;0.138461538;0.092307692;0.046153846;0.076923077;0.092307692;0.092307692;0.138461538;0.046153846;0.138461538;0%;0.138461538;
31/08/2018;0.166666667;0.083333333;0.111111111;0.111111111;0.111111111;0.222222222;0.111111111;0;0.055555556;0%;0.027777778;
30/09/2018;0.140350877;0.122807018;0.070175439;0.052631579;0.157894737;0;0.01754386;0.122807018;0.157894737;0%;0.157894737;
31/10/2018;0.037735849;0.113207547;0.094339623;0.094339623;0.037735849;0.056603774;0.094339623;0.188679245;0.113207547;0%;0.169811321;
30/11/2018;0.173913043;0.086956522;0.130434783;0.217391304;0.043478261;0.02173913;0;0.173913043;0.130434783;0%;0.02173913;
31/12/2018;0.136363636;0.022727273;0.181818182;0.136363636;0.181818182;0;0;0.204545455;0.136363636;0%;0;
31/01/2019;0.192307692;0.115384615;0.134615385;0.076923077;0.173076923;0.134615385;0.038461538;0.038461538;0;0%;0.096153846;
28/02/2019;0.081081081;0.135135135;0.135135135;0.121621622;0.121621622;0.081081081;0.067567568;0.135135135;0.067567568;0%;0.054054054;
31/03/2019;0.108695652;0.130434783;0.130434783;0.195652174;0.173913043;0;0.108695652;0.043478261;0.043478261;0%;0.065217391;
30/04/2019;0.155172414;0.068965517;0.103448276;0.051724138;0.155172414;0.137931034;0.120689655;0.034482759;0.172413793;0%;0;
31/05/2019;0.046511628;0;0.209302326;0.186046512;0.11627907;0.11627907;0;0.023255814;0.139534884;0%;0.162790698;
30/06/2019;0;0.130434783;0.152173913;0;0.086956522;0.086956522;0.108695652;0.02173913;0.217391304;0%;0.195652174;
31/07/2019;0.018867925;0.094339623;0.094339623;0.150943396;0.132075472;0.113207547;0.094339623;0.169811321;0.113207547;0%;0.018867925;
31/08/2019;0.186046512;0.046511628;0.162790698;0.069767442;0.093023256;0.046511628;0;0.093023256;0.23255814;0%;0.069767442;
30/09/2019;0.022222222;0.111111111;0.111111111;0.155555556;0.2;0.044444444;0;0.177777778;0.177777778;0%;0;
31/10/2019;0.15;0.125;0;0.05;0.025;0.125;0.2;0.2;0;0%;0.125;
30/11/2019;0.169491525;0.13559322;0.06779661;0.101694915;0.084745763;0.101694915;0.101694915;0.033898305;0.06779661;0%;0.13559322;
31/12/2019;0.102040816;0.020408163;0.142857143;0.06122449;0.204081633;0.040816327;0.081632653;0.040816327;0.102040816;0%;0.204081633;
31/01/2020;0.157894737;0.140350877;0.122807018;0.087719298;0.157894737;0.087719298;0.052631579;0.087719298;0.070175439;0%;0.035087719;
29/02/2020;0.153846154;0;0.061538462;0.092307692;0.123076923;0.092307692;0.123076923;0.153846154;0.046153846;0%;0.153846154;
31/03/2020;0.14516129;0.112903226;0.161290323;0.096774194;0.14516129;0.080645161;0.112903226;0.048387097;0;0%;0.096774194;
30/04/2020;0;0.363636364;0;0.045454545;0.045454545;0;0;0.136363636;0.272727273;0%;0.136363636;
31/05/2020;0;0.054054054;0.081081081;0.081081081;0.162162162;0.162162162;0.216216216;0.054054054;0.135135135;0%;0.054054054;
30/06/2020;0.057142857;0;0.028571429;0.228571429;0;0.114285714;0.142857143;0.085714286;0.142857143;0%;0.2;
31/07/2020;0.140625;0.046875;0.0625;0.15625;0.109375;0.15625;0.015625;0.15625;0.015625;0%;0.140625;
31/08/2020;0.0625;0.020833333;0.166666667;0.166666667;0.208333333;0.104166667;0.020833333;0;0.166666667;0%;0.083333333;
30/09/2020;0.035087719;0.105263158;0.157894737;0.157894737;0.01754386;0.105263158;0.105263158;0.087719298;0.122807018;0%;0.105263158;
31/10/2020;0.045454545;0.113636364;0.181818182;0.022727273;0.090909091;0.136363636;0.113636364;0;0.181818182;0%;0.113636364;
30/11/2020;0.169491525;0.101694915;0.152542373;0.016949153;0.050847458;0.084745763;0;0.084745763;0.169491525;0%;0.169491525;
31/12/2020;0.160714286;0.017857143;0.089285714;0.089285714;0.053571429;0.089285714;0.071428571;0.160714286;0.160714286;0%;0.107142857;
31/01/2021;0.044117647;0.117647059;0.132352941;0.117647059;0.088235294;0.147058824;0.029411765;0.117647059;0.073529412;0%;0.132352941;
28/02/2021;0.019607843;0.117647059;0.098039216;0.098039216;0;0.098039216;0.156862745;0.176470588;0.058823529;0%;0.176470588;
31/03/2021;0.1;0;0.18;0.06;0.18;0.1;0.04;0.06;0.12;0%;0.16;
30/04/2021;0.113207547;0.018867925;0.132075472;0.188679245;0.075471698;0.094339623;0.094339623;0.094339623;0.169811321;0%;0.018867925;
31/05/2021;0.078431373;0.098039216;0.039215686;0.058823529;0.176470588;0.078431373;0.176470588;0.078431373;0.058823529;0%;0.156862745;
30/06/2021;0.021276596;0.127659574;0.063829787;0.063829787;0.127659574;0.127659574;0.106382979;0.191489362;0.063829787;0%;0.106382979;
31/07/2021;0.109589041;0.123287671;0.136986301;0.095890411;0.109589041;0.109589041;0.136986301;0.136986301;0.02739726;0%;0.01369863;
31/08/2021;0.018518519;0.092592593;0.037037037;0.148148148;0.148148148;0.111111111;0.111111111;0.111111111;0.074074074;0%;0.148148148;
30/09/2021;0.192307692;0.019230769;0.173076923;0.096153846;0.173076923;0.134615385;0;0.019230769;0.115384615;0%;0.076923077;
31/10/2021;0.185185185;0.111111111;0;0.185185185;0;0.111111111;0;0.185185185;0.185185185;0%;0.037037037;
30/11/2021;0.157894737;0.157894737;0.087719298;0.157894737;0;0.052631579;0.035087719;0.175438596;0;0%;0.175438596;
31/12/2021;0.178571429;0.142857143;0.160714286;0.035714286;0.053571429;0.053571429;0.142857143;0.071428571;0;0%;0.160714286;
31/01/2022;0.050847458;0.06779661;0.06779661;0.016949153;0.084745763;0.13559322;0.152542373;0.152542373;0.118644068;0%;0.152542373;
28/02/2022;0.058823529;0.156862745;0.078431373;0.098039216;0.176470588;0.058823529;0.078431373;0.196078431;0;0%;0.098039216;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
